State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population,agency_with_state,lon,lat
Missouri,Cities,Gladstone,1,1,0,0,0,0,0,1,0,0,1,0,27138,"Gladstone, Missouri",-94.554677,39.2038918
Missouri,Cities,Independence,2,1,0,1,0,0,0,2,1,1,0,0,117335,"Independence, Missouri",-94.4155068,39.0911161
Missouri,Cities,Kansas City,43,33,6,4,0,0,0,43,7,7,16,13,478364,"Kansas City, Missouri",-94.5785667,39.0997265
Missouri,Cities,Lee's Summit,2,1,0,0,0,1,0,2,0,1,1,0,95821,"Lee's Summit, Missouri",-94.3821724,38.9108408
Missouri,Cities,Marionville,1,1,0,0,0,0,0,1,0,1,0,0,2181,"Marionville, Missouri",-93.6374213,37.0031121
Missouri,Cities,North Kansas City,1,1,0,0,0,0,0,1,0,0,0,1,4387,"North Kansas City, Missouri",-94.5729781,39.1429081
Missouri,Cities,Rolla,2,2,0,0,0,0,0,2,2,0,0,0,20093,"Rolla, Missouri",-91.7715303,37.948544
Missouri,Cities,St. Charles,1,1,0,0,0,0,0,1,0,0,1,0,69364,"St. Charles, Missouri",-90.4974359,38.7881062
Missouri,Cities,St. Joseph,1,0,0,1,0,0,0,1,0,1,0,0,76577,"St. Joseph, Missouri",-94.846681,39.7674578
Missouri,Cities,St. Louis,9,8,1,0,0,0,0,9,NA,3,3,3,314507,"St. Louis, Missouri",-90.1994042,38.6270025
Missouri,Cities,St. Peters,4,1,2,1,0,0,0,3,0,1,2,0,57835,"St. Peters, Missouri",-90.6298922,38.7874699
Missouri,Cities,University City,1,1,0,0,0,0,0,1,1,0,0,NA,35002,"University City, Missouri",-90.3324856,38.6682407
Missouri,Universities and Colleges,University of Missouri:Kansas City,2,2,0,0,0,0,0,2,0,0,0,2,16685,"University of Missouri:Kansas City, Missouri",-94.5760259,39.0335539
Missouri,Universities and Colleges,University of Missouri:St. Louis,1,0,1,0,0,0,0,1,0,0,1,0,16738,"University of Missouri:St. Louis, Missouri",-90.30828,38.7092401
Missouri,Metropolitan Counties,St. Louis County Police Department,2,1,1,0,0,0,0,2,2,0,0,0,NA,"St. Louis County Police Department, Missouri",-90.3389559,38.6498725
Missouri,Cities,Battlefield,1,1,0,0,0,0,0,1,0,0,1,0,6083,"Battlefield, Missouri",-93.3704207,37.1157216
Montana,Cities,Billings,4,2,1,1,0,0,0,4,3,0,0,1,111447,"Billings, Montana",-108.5006904,45.7832856
Montana,Cities,Columbia Falls,1,0,0,0,0,1,0,1,1,0,0,0,5175,"Columbia Falls, Montana",-114.1804038,48.3799643
Montana,Cities,Conrad,1,1,0,0,0,0,0,1,0,1,0,0,2594,"Conrad, Montana",-111.9447411,48.1683058
Montana,Cities,Havre,1,1,0,0,0,0,0,1,0,0,0,1,9896,"Havre, Montana",-109.6840887,48.549999
Montana,Cities,Helena,3,0,3,0,0,0,0,3,1,2,0,0,31052,"Helena, Montana",-112.0391057,46.5891452
Montana,Cities,Whitefish,1,0,0,1,0,0,0,1,0,0,1,0,7226,"Whitefish, Montana",-114.3352652,48.4106373
Montana,Nonmetropolitan Counties,Big Horn,4,2,0,2,0,0,0,4,2,1,0,1,NA,"Big Horn, Montana",-107.2715769,45.3496574
Montana,Nonmetropolitan Counties,Broadwater,1,1,0,0,0,0,0,1,0,0,1,0,NA,"Broadwater, Montana",-111.4519716,46.2693726
Montana,Nonmetropolitan Counties,Lewis and Clark,3,3,0,0,0,0,0,3,0,0,3,0,NA,"Lewis and Clark, Montana",-112.4029787,47.2963974
Montana,Nonmetropolitan Counties,Richland,1,0,1,0,0,0,0,1,0,0,1,0,NA,"Richland, Montana",-106.0511296,48.8208593
Nebraska,Cities,Crete,2,2,0,0,0,0,0,2,2,0,0,0,7047,"Crete, Nebraska",-96.9615141,40.6252173
Nebraska,Cities,Grand Island,2,2,0,0,0,0,0,2,1,1,0,0,51980,"Grand Island, Nebraska",-98.3420118,40.9263957
Nebraska,Cities,Kearney,1,1,0,0,0,0,0,1,0,1,0,0,33471,"Kearney, Nebraska",-99.0816784,40.6993303
Nebraska,Cities,Lincoln,19,13,3,2,0,1,0,19,6,6,4,3,281138,"Lincoln, Nebraska",-96.7025955,40.813616
Nebraska,Cities,Omaha,5,4,1,0,0,0,0,5,3,0,2,0,446163,"Omaha, Nebraska",-95.9345034,41.2565369
Nebraska,Cities,Papillion,1,0,0,1,0,0,0,1,0,0,1,0,19576,"Papillion, Nebraska",-96.0422378,41.1544432
Nebraska,Cities,Norfolk,1,1,0,0,0,0,0,1,0,1,0,0,24389,"Norfolk, Nebraska",-97.4137553,42.0327234
Nevada,Cities,Las Vegas Metropolitan Police Department,26,19,1,5,0,0,1,25,3,10,2,10,1592178,"Las Vegas Metropolitan Police Department, Nevada",-115.3097745,36.2187932
Nevada,Cities,Reno,1,0,1,0,0,0,0,1,0,0,0,1,244554,"Reno, Nevada",-119.8138027,39.5296329
Nevada,Cities,Henderson,11,9,1,1,0,0,0,11,2,4,3,2,291584,"Henderson, Nevada",-114.9817213,36.0395247
Nevada,Cities,North Las Vegas,4,3,1,0,0,0,0,4,0,1,3,0,238554,"North Las Vegas, Nevada",-115.1175013,36.1988592
New Hampshire,Cities,Bow,1,1,0,0,0,0,0,1,0,0,1,0,7779,"Bow, New Hampshire",-71.5492377,43.1320263
New Hampshire,Cities,Brookline,1,0,1,0,0,0,0,1,0,1,0,0,5256,"Brookline, New Hampshire",-71.6581267,42.7348102
New Hampshire,Cities,Claremont,1,1,0,0,0,0,0,1,0,1,0,0,12913,"Claremont, New Hampshire",-72.3378744,43.3728635
New Hampshire,Cities,Concord,2,1,0,1,0,0,0,2,0,1,1,0,42610,"Concord, New Hampshire",-71.5375718,43.2081366
New Hampshire,Cities,Derry,1,1,0,0,0,0,0,1,0,0,0,1,33249,"Derry, New Hampshire",-71.3273346,42.8806437
New Hampshire,Cities,Dover,1,0,0,0,1,0,0,1,1,0,0,0,31054,"Dover, New Hampshire",-70.8736698,43.1978624
New Hampshire,Cities,Durham,1,0,1,0,0,0,0,1,0,0,0,1,17078,"Durham, New Hampshire",-70.9264393,43.1339545
New Hampshire,Cities,Exeter,3,2,1,0,0,0,0,3,1,1,1,0,14635,"Exeter, New Hampshire",-70.9477546,42.9814292
New Hampshire,Cities,Farmington,3,2,0,1,0,0,0,3,0,0,3,0,6841,"Farmington, New Hampshire",-71.065062,43.3897609
New Hampshire,Cities,Hillsborough,1,1,0,0,0,0,0,1,0,0,0,1,5974,"Hillsborough, New Hampshire",-71.895049,43.114728
New Hampshire,Cities,Keene,3,1,2,0,0,0,0,3,0,0,1,2,23244,"Keene, New Hampshire",-72.2781409,42.933692
New Hampshire,Cities,Manchester,1,0,0,1,0,0,0,1,0,0,0,1,110353,"Manchester, New Hampshire",-71.4547891,42.9956397
New Hampshire,Cities,Pembroke,1,1,0,0,0,0,0,1,1,0,0,0,7118,"Pembroke, New Hampshire",-71.4418101,43.1814246
New Hampshire,Cities,Sandown,1,1,0,0,0,0,0,1,0,0,0,1,6348,"Sandown, New Hampshire",-71.1870053,42.928698
New Hampshire,Cities,Troy,1,1,0,0,0,0,0,1,0,0,1,0,2075,"Troy, New Hampshire",-72.1771541,42.8314347
New Hampshire,Universities and Colleges,University of New Hampshire,1,0,0,1,0,0,0,1,1,0,0,0,15351,"University of New Hampshire, New Hampshire",-70.9370252,43.138948
New Hampshire,Cities,Belmont,1,1,0,0,0,0,0,1,1,0,0,0,7315,"Belmont, New Hampshire",-71.4776054,43.4445327
New Hampshire,Cities,Boscawen,1,0,0,1,0,0,0,1,0,1,0,0,3950,"Boscawen, New Hampshire",-71.636864,43.3243931
New Hampshire,Cities,Laconia,3,1,1,0,1,0,0,3,0,2,0,1,16300,"Laconia, New Hampshire",-71.4703509,43.5278546
New Jersey,Cities,Aberdeen Township,2,1,1,0,0,0,0,2,NA,0,1,1,18562,"Aberdeen Township, New Jersey",-74.2221155,40.4170948
New Jersey,Cities,Allendale,1,0,1,0,0,0,0,1,0,1,0,0,6849,"Allendale, New Jersey",-74.129032,41.0414857
New Jersey,Cities,Atlantic City,1,1,0,0,0,0,0,1,0,0,1,0,39202,"Atlantic City, New Jersey",-74.4229266,39.3642834
New Jersey,Cities,Bergenfield,1,0,1,0,0,0,0,1,0,1,0,0,27646,"Bergenfield, New Jersey",-73.9973608,40.9275987
New Jersey,Cities,Bloomfield,1,1,0,0,0,0,0,1,0,1,0,0,48215,"Bloomfield, New Jersey",-74.1854209,40.8067546
New Jersey,Cities,Brick Township,2,0,1,1,0,0,0,2,NA,1,1,0,74818,"Brick Township, New Jersey",-74.1371832,40.0578384
New Jersey,Cities,Cinnaminson Township,1,1,0,0,0,0,0,1,0,1,0,0,16871,"Cinnaminson Township, New Jersey",-74.9927693,39.9969646
New Jersey,Cities,Colts Neck Township,1,0,0,1,0,0,0,1,NA,0,1,0,10018,"Colts Neck Township, New Jersey",-74.1723652,40.2876108
New Jersey,Cities,Cresskill,1,0,1,0,0,0,0,1,0,1,0,0,8815,"Cresskill, New Jersey",-73.9593041,40.9414874
New Jersey,Cities,Dunellen,1,0,1,0,0,0,0,1,NA,0,0,1,7434,"Dunellen, New Jersey",-74.4718201,40.5892696
New Jersey,Cities,East Hanover Township,1,1,0,0,0,0,0,1,NA,0,0,1,11233,"East Hanover Township, New Jersey",-74.3647247,40.8200623
New Jersey,Cities,East Windsor Township,2,2,0,0,0,0,0,2,NA,1,0,1,27537,"East Windsor Township, New Jersey",-74.5402506,40.2677539
New Jersey,Cities,Edgewater,1,0,1,0,0,0,0,1,0,0,0,1,12079,"Edgewater, New Jersey",-73.975694,40.8270448
New Jersey,Cities,Edison Township,3,2,1,0,0,0,0,3,NA,2,0,1,102679,"Edison Township, New Jersey",-74.4120953,40.5187154
New Jersey,Cities,Evesham Township,6,4,1,1,0,0,0,6,2,1,1,2,45581,"Evesham Township, New Jersey",-74.8857989,39.8522951
New Jersey,Cities,Ewing Township,1,0,1,0,0,0,0,1,NA,0,1,0,36435,"Ewing Township, New Jersey",-74.7909125,40.2599864
New Jersey,Cities,Florence Township,1,0,0,1,0,0,0,1,0,1,0,0,12805,"Florence Township, New Jersey",-74.7863387,40.0967369
New Jersey,Cities,Fort Lee,3,1,1,1,0,0,0,3,1,0,1,1,36739,"Fort Lee, New Jersey",-73.9701381,40.8509333
New Jersey,Cities,Freehold Borough,2,2,0,0,0,0,0,2,NA,0,0,2,11941,"Freehold Borough, New Jersey",-74.2737573,40.260111
New Jersey,Cities,Freehold Township,2,2,0,0,0,0,0,2,NA,1,1,0,35736,"Freehold Township, New Jersey",-74.3000878,40.2136754
New Jersey,Cities,Galloway Township,1,0,1,0,0,0,0,1,0,0,1,0,37280,"Galloway Township, New Jersey",-74.5596879,39.4928235
New Jersey,Cities,Glassboro,3,1,1,1,0,0,0,3,NA,1,0,2,19245,"Glassboro, New Jersey",-75.1118422,39.7028923
New Jersey,Cities,Hackensack,5,2,2,1,0,0,0,5,2,2,0,1,44968,"Hackensack, New Jersey",-74.0434736,40.8859325
New Jersey,Cities,"Hamilton Township, Mercer County",2,0,2,0,0,0,0,2,NA,2,0,0,88665,"Hamilton Township, Mercer County, New Jersey",-74.6796651,40.2115109
New Jersey,Cities,Hanover Township,1,1,0,0,0,0,0,1,NA,0,0,1,14468,"Hanover Township, New Jersey",-74.4173877,40.8257746
New Jersey,Cities,Highlands,1,1,0,0,0,0,0,1,NA,0,1,0,4838,"Highlands, New Jersey",-73.991527,40.40372
New Jersey,Cities,Hillsborough Township,1,1,0,0,0,0,0,1,NA,0,0,1,40037,"Hillsborough Township, New Jersey",-74.6472522,40.5106322
New Jersey,Cities,Hoboken,3,2,0,1,0,0,0,3,NA,0,1,2,54095,"Hoboken, New Jersey",-74.0323626,40.7439905
New Jersey,Cities,Holmdel Township,3,0,3,0,0,0,0,3,NA,1,0,2,16651,"Holmdel Township, New Jersey",-74.1840322,40.3451095
New Jersey,Cities,Howell Township,11,4,6,1,0,0,0,11,NA,3,7,1,52306,"Howell Township, New Jersey",-74.2082671,40.1645785
New Jersey,Cities,Jackson Township,2,1,1,0,0,0,0,2,NA,2,0,0,56563,"Jackson Township, New Jersey",-74.3587473,40.0918895
New Jersey,Cities,Lacey Township,1,0,1,0,0,0,0,1,NA,0,1,0,28540,"Lacey Township, New Jersey",-74.2951444,39.8726184
New Jersey,Cities,Lakewood Township,17,3,14,0,0,0,0,17,2,6,7,2,100269,"Lakewood Township, New Jersey",-74.2097014,40.082129
New Jersey,Cities,Lindenwold,1,0,1,0,0,0,0,1,0,0,1,0,17340,"Lindenwold, New Jersey",-74.9851678,39.8201681
New Jersey,Cities,Linwood,1,0,1,0,0,0,0,1,0,0,1,0,6950,"Linwood, New Jersey",-74.5751557,39.3398382
New Jersey,Cities,Little Falls Township,3,2,0,1,0,0,0,3,NA,0,0,3,14478,"Little Falls Township, New Jersey",-74.2082286,40.8690101
New Jersey,Cities,Livingston Township,2,1,1,0,0,0,0,2,1,0,0,1,29788,"Livingston Township, New Jersey",-74.3300842,40.7862871
New Jersey,Cities,Madison,1,0,1,0,0,0,0,1,NA,1,0,0,16098,"Madison, New Jersey",-74.417097,40.7598227
New Jersey,Cities,Magnolia,2,1,1,0,0,0,0,2,0,1,1,0,4267,"Magnolia, New Jersey",-75.0390591,39.8545581
New Jersey,Cities,Manasquan,1,1,0,0,0,0,0,1,NA,0,0,1,5798,"Manasquan, New Jersey",-74.0376355,40.1136928
New Jersey,Cities,Manchester Township,1,1,0,0,0,0,0,1,NA,0,0,1,43525,"Manchester Township, New Jersey",-74.3392821,39.9711696
New Jersey,Cities,Medford Township,3,2,1,0,0,0,0,3,0,0,3,NA,23481,"Medford Township, New Jersey",-74.8390162,39.8661826
New Jersey,Cities,Metuchen,1,0,1,0,0,0,0,1,NA,0,0,1,13879,"Metuchen, New Jersey",-74.3632049,40.5431598
New Jersey,Cities,Middletown Township,1,1,0,0,0,0,0,1,NA,0,0,1,65919,"Middletown Township, New Jersey",-74.0915982,40.3968012
New Jersey,Cities,Monmouth Beach,2,1,0,0,1,0,0,2,NA,2,0,0,3233,"Monmouth Beach, New Jersey",-73.9815262,40.3303883
New Jersey,Cities,Montclair,6,2,2,2,0,0,0,6,2,0,0,4,38108,"Montclair, New Jersey",-74.2090053,40.8259007
New Jersey,Cities,Montville Township,1,1,0,0,0,0,0,1,NA,1,0,0,21801,"Montville Township, New Jersey",-74.383763,40.9148209
New Jersey,Cities,Moonachie,1,1,0,0,0,0,0,1,0,0,0,1,2790,"Moonachie, New Jersey",-74.0451405,40.8412111
New Jersey,Cities,Moorestown Township,1,0,1,0,0,0,0,1,0,0,1,0,20530,"Moorestown Township, New Jersey",-74.948886,39.9688817
New Jersey,Cities,Mount Arlington,1,1,0,0,0,0,0,1,NA,0,1,0,5324,"Mount Arlington, New Jersey",-74.6348828,40.9259319
New Jersey,Cities,Mount Laurel Township,2,0,2,0,0,0,0,2,0,0,1,1,41828,"Mount Laurel Township, New Jersey",-74.8909988,39.934002
New Jersey,Cities,Mount Olive Township,1,1,0,0,0,0,0,1,NA,1,0,0,29095,"Mount Olive Township, New Jersey",-74.7329411,40.8514881
New Jersey,Cities,Neptune Township,12,8,0,4,0,0,0,12,NA,3,7,2,27505,"Neptune Township, New Jersey",-74.0386271,40.2091219
New Jersey,Cities,Newark,3,0,2,1,0,0,0,3,2,0,0,1,281450,"Newark, New Jersey",-74.1723667,40.735657
New Jersey,Cities,New Brunswick,9,5,2,2,0,0,0,9,NA,1,5,3,57158,"New Brunswick, New Jersey",-74.4518188,40.4862157
New Jersey,Cities,New Providence,1,0,1,0,0,0,0,1,0,1,0,0,12461,"New Providence, New Jersey",-74.4015405,40.6984348
New Jersey,Cities,Newton,1,0,1,0,0,0,0,1,NA,0,0,1,7950,"Newton, New Jersey",-74.7526651,41.0581527
New Jersey,Cities,North Brunswick Township,1,0,1,0,0,0,0,1,NA,1,0,0,42777,"North Brunswick Township, New Jersey",-74.4766712,40.4525163
New Jersey,Cities,Northfield,2,1,1,0,0,0,0,2,0,0,2,0,8502,"Northfield, New Jersey",-74.5501546,39.3703942
New Jersey,Cities,North Haledon,1,1,0,0,0,0,0,1,NA,1,0,0,8529,"North Haledon, New Jersey",-74.1859781,40.9550981
New Jersey,Cities,Nutley Township,1,1,0,0,0,0,0,1,0,0,0,1,28673,"Nutley Township, New Jersey",-74.1598725,40.8223168
New Jersey,Cities,"Ocean Township, Monmouth County",9,3,3,3,0,0,0,9,NA,1,5,3,27070,"Ocean Township, Monmouth County, New Jersey",-74.029843,40.2479729
New Jersey,Cities,Paramus,1,0,1,0,0,0,0,1,0,1,0,0,26958,"Paramus, New Jersey",-74.0754189,40.9445428
New Jersey,Cities,Passaic,1,1,0,0,0,0,0,1,NA,0,1,0,70972,"Passaic, New Jersey",-74.1284764,40.8567662
New Jersey,Cities,Pemberton Township,3,3,0,0,0,0,0,3,0,1,1,1,27739,"Pemberton Township, New Jersey",-74.5841089,39.9600831
New Jersey,Cities,Piscataway Township,1,0,1,0,0,0,0,1,NA,0,1,0,58181,"Piscataway Township, New Jersey",-74.4642861,40.554887
New Jersey,Cities,Plainsboro Township,1,0,1,0,0,0,0,1,NA,0,0,1,23621,"Plainsboro Township, New Jersey",-74.585292,40.3382543
New Jersey,Cities,Point Pleasant Beach,1,0,1,0,0,0,0,1,NA,0,1,0,4519,"Point Pleasant Beach, New Jersey",-74.0479146,40.0912268
New Jersey,Cities,Pompton Lakes,1,1,0,0,0,0,0,1,NA,0,1,0,11164,"Pompton Lakes, New Jersey",-74.2907041,41.0053753
New Jersey,Cities,Princeton,4,1,2,1,0,0,0,4,NA,2,2,0,29660,"Princeton, New Jersey",-74.6672226,40.3572976
New Jersey,Cities,Randolph Township,2,0,2,0,0,0,0,2,NA,2,0,0,25877,"Randolph Township, New Jersey",-74.5747248,40.8478065
New Jersey,Cities,Raritan Township,1,0,0,1,0,0,0,1,NA,0,1,0,22011,"Raritan Township, New Jersey",-74.8974925,40.5041636
New Jersey,Cities,Readington Township,1,1,0,0,0,0,0,1,NA,1,0,0,15893,"Readington Township, New Jersey",-74.7376619,40.5687141
New Jersey,Cities,Robbinsville Township,1,0,1,0,0,0,0,1,NA,0,0,1,14209,"Robbinsville Township, New Jersey",-74.6195327,40.2162036
New Jersey,Cities,Rockaway Township,1,0,1,0,0,0,0,1,NA,0,0,1,24655,"Rockaway Township, New Jersey",-74.4872422,40.9300943
New Jersey,Cities,Saddle Brook Township,1,0,1,0,0,0,0,1,1,0,0,0,14108,"Saddle Brook Township, New Jersey",-74.1007318,40.9040085
New Jersey,Cities,Secaucus,4,2,1,1,0,0,0,4,NA,0,3,1,19528,"Secaucus, New Jersey",-74.0565298,40.7895453
New Jersey,Cities,Somerville,1,0,0,1,0,0,0,1,NA,0,1,0,12198,"Somerville, New Jersey",-74.60988,40.5742696
New Jersey,Cities,South Brunswick Township,15,3,11,1,0,0,0,15,NA,4,5,6,45862,"South Brunswick Township, New Jersey",-74.5316938,40.3806901
New Jersey,Cities,South Orange,3,2,0,1,0,0,0,3,1,0,0,2,16332,"South Orange, New Jersey",-74.2609903,40.7489277
New Jersey,Cities,Spotswood,1,1,0,0,0,0,0,1,NA,1,0,0,8477,"Spotswood, New Jersey",-74.3984834,40.391774
New Jersey,Cities,Toms River Township,2,0,2,0,0,0,0,2,NA,0,2,0,90504,"Toms River Township, New Jersey",-74.1979458,39.9537358
New Jersey,Cities,Trenton,1,1,0,0,0,0,0,1,NA,0,1,0,83644,"Trenton, New Jersey",-74.759717,40.2205824
New Jersey,Cities,Union Township,1,0,1,0,0,0,0,1,0,0,0,1,58109,"Union Township, New Jersey",-74.2631635,40.6975898
New Jersey,Cities,Vineland,4,2,2,0,0,0,0,4,0,0,0,4,60823,"Vineland, New Jersey",-75.0259637,39.4863773
New Jersey,Cities,Voorhees Township,2,2,0,0,0,0,0,2,1,0,0,1,29235,"Voorhees Township, New Jersey",-74.961517,39.8519447
New Jersey,Cities,Washington,1,1,0,0,0,0,0,1,0,0,0,1,6508,"Washington, New Jersey",-74.9793378,40.7584326
New Jersey,Cities,"Washington Township, Warren County",1,1,0,0,0,0,0,1,0,0,0,1,6430,"Washington Township, Warren County, New Jersey",-74.988468,40.7699173
New Jersey,Cities,West Deptford Township,1,1,0,0,0,0,0,1,NA,1,0,0,21257,"West Deptford Township, New Jersey",-75.1895576,39.8318378
New Jersey,Cities,Woodbridge Township,1,0,1,0,0,0,0,1,NA,0,1,0,102124,"Woodbridge Township, New Jersey",-74.2846022,40.5575986
New Jersey,Cities,Woodbury,11,11,0,0,0,0,0,11,NA,6,5,NA,9937,"Woodbury, New Jersey",-75.1526774,39.8381691
New Jersey,Cities,Woolwich Township,1,1,0,0,0,0,0,1,NA,0,0,1,12675,"Woolwich Township, New Jersey",-75.3096289,39.737154
New Jersey,State Police Agencies,State Police:Burlington County,2,1,0,1,0,0,0,2,1,0,1,0,NA,"State Police:Burlington County, New Jersey",-74.8472906,40.082353
New Jersey,State Police Agencies,State Police:Cumberland County,1,1,0,0,0,0,0,1,0,0,1,0,NA,"State Police:Cumberland County, New Jersey",-75.2071218,39.460534
New Jersey,State Police Agencies,State Police:Salem County,1,1,0,0,0,0,0,1,NA,1,0,0,NA,"State Police:Salem County, New Jersey",-74.8684397,39.577961
New Jersey,State Police Agencies,State Police:Sussex County,3,3,0,0,0,0,0,3,3,0,0,0,NA,"State Police:Sussex County, New Jersey",-74.7197222,41.1154117
New Jersey,State Police Agencies,State Police:Warren County,1,1,0,0,0,0,0,1,0,0,1,0,NA,"State Police:Warren County, New Jersey",-74.932535,40.7667911
New Jersey,Cities,Blairstown Township,2,1,1,0,0,0,0,2,0,2,0,0,5791,"Blairstown Township, New Jersey",-74.9589405,40.9831018
New Jersey,Cities,East Orange,1,1,0,0,0,0,0,1,1,0,0,0,64787,"East Orange, New Jersey",-74.2048677,40.767323
New Jersey,Cities,East Rutherford,1,0,1,0,0,0,0,1,0,1,0,0,9166,"East Rutherford, New Jersey",-74.0970865,40.833989
New Jersey,Cities,Hammonton,1,0,1,0,0,0,0,1,0,0,1,0,14585,"Hammonton, New Jersey",-74.8023853,39.6365056
New Jersey,Cities,Jersey City,4,3,1,0,0,0,0,4,NA,0,1,3,266179,"Jersey City, New Jersey",-74.0776417,40.7281575
New Jersey,Cities,Keansburg,5,5,0,0,0,0,0,5,NA,1,2,2,9828,"Keansburg, New Jersey",-74.1298643,40.4417743
New Jersey,Cities,Lodi,1,0,1,0,0,0,0,1,0,1,0,0,24841,"Lodi, New Jersey",-74.0831971,40.8823215
New Jersey,Cities,Long Branch,3,2,1,0,0,0,0,3,NA,0,0,3,30959,"Long Branch, New Jersey",-73.9923596,40.3042778
New Jersey,Cities,Manalapan Township,4,0,3,1,0,0,0,4,NA,1,0,3,40407,"Manalapan Township, New Jersey",-74.348582,40.2859203
New Jersey,Cities,Pequannock Township,1,1,0,0,0,0,0,1,NA,1,0,0,15425,"Pequannock Township, New Jersey",-74.2973239,40.960201
New Jersey,Cities,Scotch Plains Township,1,1,0,0,0,0,0,1,0,0,1,0,24144,"Scotch Plains Township, New Jersey",-74.369018,40.6400404
New Jersey,Cities,South River,1,0,1,0,0,0,0,1,NA,1,0,0,16391,"South River, New Jersey",-74.3859831,40.446495
New Jersey,Cities,"Washington Township, Gloucester County",2,1,0,1,0,0,0,2,NA,0,2,0,47477,"Washington Township, Gloucester County, New Jersey",-75.0727956,39.7561387
New Jersey,Cities,West Long Branch,3,1,1,1,0,0,0,3,NA,2,0,1,7975,"West Long Branch, New Jersey",-74.0176381,40.2903891
New Jersey,Cities,Winslow Township,1,1,0,0,0,0,0,1,0,0,0,1,38724,"Winslow Township, New Jersey",-74.8623203,39.6573556
New Jersey,Cities,East Brunswick Township,9,6,2,1,0,0,0,9,NA,6,2,1,49016,"East Brunswick Township, New Jersey",-74.4049778,40.4316955
New Jersey,Cities,Harrison Township,2,0,1,1,0,0,0,2,NA,1,0,1,13023,"Harrison Township, New Jersey",-75.207737,39.7296493
New Jersey,Cities,Highland Park,3,2,1,0,0,0,0,3,NA,3,0,0,14346,"Highland Park, New Jersey",-74.4243178,40.4959379
New Jersey,Cities,Hopewell Township,1,0,1,0,0,0,0,1,NA,0,0,1,18570,"Hopewell Township, New Jersey",-74.8156199,40.343784
New Jersey,Cities,Sea Isle City,1,1,0,0,0,0,0,1,0,0,1,0,2080,"Sea Isle City, New Jersey",-74.6929387,39.1534477
New Mexico,Cities,Albuquerque,25,7,9,9,0,0,0,25,2,2,11,10,561560,"Albuquerque, New Mexico",-106.650422,35.0843859
New Mexico,Cities,Los Lunas,1,1,0,0,0,0,0,1,NA,1,NA,NA,15398,"Los Lunas, New Mexico",-106.7333599,34.806166
New York,Cities,Albany,1,1,0,0,0,0,0,1,0,1,0,0,98617,"Albany, New York",-73.7562317,42.6525793
New York,Cities,Amherst Town,2,2,0,0,0,0,0,2,0,2,0,0,120436,"Amherst Town, New York",-78.792272,42.9790067
New York,Cities,Auburn,1,0,1,0,0,0,0,1,0,0,1,NA,26854,"Auburn, New York",-76.5660529,42.9317335
New York,Cities,Bedford Town,1,0,1,0,0,0,0,1,0,0,1,0,18063,"Bedford Town, New York",-73.6437397,41.204262
New York,Cities,Brighton Town,1,1,0,0,0,0,0,1,0,1,0,0,36889,"Brighton Town, New York",-77.5734048,43.1222716
New York,Cities,Buffalo,7,5,0,1,0,0,1,7,1,1,4,1,257446,"Buffalo, New York",-78.8783689,42.8864468
New York,Cities,Cheektowaga Town,1,1,0,0,0,0,0,1,0,0,0,1,78100,"Cheektowaga Town, New York",-78.744572,42.9026136
New York,Cities,Clarkstown Town,3,1,2,0,0,0,0,3,0,0,3,0,82171,"Clarkstown Town, New York",-73.959494,41.1259715
New York,Cities,Colonie Town,1,0,1,0,0,0,0,1,0,0,1,0,80075,"Colonie Town, New York",-73.77132,42.7236699
New York,Cities,Cooperstown Village,1,1,0,0,0,0,0,1,0,0,1,0,1780,"Cooperstown Village, New York",-74.924321,42.7006303
New York,Cities,Crawford Town,1,1,0,0,0,0,0,1,0,0,0,1,9202,"Crawford Town, New York",-74.3047847,41.6029299
New York,Cities,Dobbs Ferry Village,1,0,1,0,0,0,0,1,0,1,0,0,11180,"Dobbs Ferry Village, New York",-73.872635,41.0145418
New York,Cities,Elmira,1,1,0,0,0,0,0,1,0,1,0,0,27995,"Elmira, New York",-76.8077338,42.0897965
New York,Cities,Glen Cove,1,0,0,1,0,0,0,1,0,1,0,0,27480,"Glen Cove, New York",-73.6337389,40.8623217
New York,Cities,Hamburg Town,1,1,0,0,0,0,0,1,1,0,0,0,46028,"Hamburg Town, New York",-78.8294768,42.7158927
New York,Cities,Lake Placid Village,1,1,0,0,0,0,0,1,0,1,0,0,2453,"Lake Placid Village, New York",-73.9798713,44.2794911
New York,Cities,Larchmont Village,2,0,2,0,0,0,0,2,0,1,0,1,6186,"Larchmont Village, New York",-73.7517983,40.9278769
New York,Cities,Middletown,1,0,1,0,0,0,0,1,0,1,0,0,27752,"Middletown, New York",-74.4229341,41.4459271
New York,Cities,Monroe Village,3,0,3,0,0,0,0,3,1,1,1,0,8680,"Monroe Village, New York",-74.1868135,41.3306493
New York,Cities,New Rochelle,5,1,4,0,0,0,0,5,1,0,0,4,80389,"New Rochelle, New York",-73.7823549,40.9114882
